job_name,result,bmc_circuit_size,bmc_dag_size,bmc_time,bmc_solve_time,hybrid_smap_new,hybrid_smap_insert,hybrid_smap_hit,hybrid_smap_miss,hybrid_smap_abort,hybrid_smap_skip,hybrid_thm_skip_store,hybrid_arm_skip_store,hybrid_arm_skip_memset,hybrid_arm_skip_memcpy,hybrid_ptr_norm,hybrid_rw_ite,opsem_simp_time,seahorn_total_time
byte_buf_append_with_lookup2,TRUE,17,509,0.26,0.22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.01,0.29
byte_buf_eq_c_str2,TRUE,9,324,0.15,0.14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.17
byte_buf_eq_c_str_ignore_case2,TRUE,9,324,0.15,0.14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.17
array_list_ensure_capacity2,TRUE,14,201,2.38,2.36,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,2.40
byte_buf_write_be162,TRUE,11,120,0.07,0.05,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.08
byte_buf_write_be322,TRUE,11,120,0.07,0.05,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.09
byte_buf_write_be642,TRUE,11,134,0.08,0.07,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.11
array_list_pop_back2,TRUE,11,161,2.06,2.05,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,2.08
byte_buf_write2,TRUE,13,296,0.29,0.27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.00,0.31
string_eq_c_str_ignore_case,TRUE,12,4192,7.14,7.06,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33,n/a,n/a,0.00,0.02,0.04,7.19
byte_buf_write_from_whole_cursor2,TRUE,15,334,0.30,0.28,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.00,0.33
byte_buf_write_from_whole_buffer2,TRUE,16,361,0.32,0.28,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.02,0.00,0.34
byte_buf_write_u82,TRUE,11,119,0.07,0.05,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.09
byte_cursor_advance2,TRUE,8,118,0.07,0.05,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.08
array_list_set_at,TRUE,19,553,19.78,19.72,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.03,0.01,19.81
string_eq_byte_cursor_ignore_case,TRUE,13,3733,8.77,8.69,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34,n/a,n/a,0.00,0.02,0.03,8.81
byte_buf_cat2,TRUE,26,595,1.26,1.18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.04,0.01,1.30
byte_buf_eq2,TRUE,16,1130,2.44,2.41,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,2.47
byte_cursor_from_buf2,TRUE,11,120,0.03,0.02,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.05
byte_buf_eq_ignore_case2,TRUE,16,2324,1.47,1.42,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.02,1.50
byte_cursor_read2,TRUE,13,433,0.43,0.41,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.00,0.45
byte_cursor_read_u8_2,TRUE,13,324,0.17,0.15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.00,0.19
byte_cursor_read_be32_2,TRUE,12,270,0.19,0.17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.20
array_list_clear2,TRUE,9,128,1.87,1.85,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.88
byte_cursor_eq_c_str2,TRUE,9,318,0.16,0.14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.18
byte_cursor_read_be64_2,TRUE,12,332,0.22,0.20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.24
byte_cursor_left_trim_pred2,TRUE,8,309,0.05,0.03,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.06
byte_cursor_advance_nospec2,TRUE,8,138,0.12,0.11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.14
array_list_shrink_to_fit2,TRUE,14,389,3.42,3.38,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.02,0.00,3.45
byte_cursor_read_be16_2,TRUE,12,239,0.14,0.12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.15
byte_cursor_eq2,TRUE,14,722,0.83,0.81,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.86
byte_cursor_eq_c_str_ignore_case2,TRUE,9,318,0.17,0.15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.19
byte_cursor_trim_pred2,TRUE,8,546,0.40,0.37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.42
byte_cursor_satisfies_pred2,TRUE,8,222,0.04,0.02,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.07
byte_cursor_right_trim_pred2,TRUE,8,291,0.10,0.08,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.12
array_list_pop_front2,TRUE,11,255,4.16,4.12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.02,0.00,4.18
byte_cursor_eq_byte_buf2,TRUE,13,732,0.51,0.49,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.54
byte_cursor_eq_byte_buf_ignore_case2,TRUE,15,2334,1.36,1.30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.02,1.39
hash_table_get_entry_count2,TRUE,11,287,0.10,0.08,n/a,n/a,n/a,n/a,n/a,n/a,n/a,28,n/a,n/a,0.00,0.00,0.00,0.12
byte_cursor_read_and_fill_buffer2,TRUE,15,512,0.47,0.44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.00,0.49
hash_iter_done2,TRUE,11,433,0.26,0.23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,n/a,n/a,0.00,0.00,0.00,0.30
mem_realloc_unsa,FALSE,15,262,0.06,0.04,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.07
byte_cursor_compare_lexical2,TRUE,14,733,0.91,0.88,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.94
byte_cursor_compare_lookup2,TRUE,16,1138,1.60,1.57,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.65
byte_buf_init_copy2,TRUE,15,1065,3.78,3.72,n/a,n/a,n/a,n/a,n/a,n/a,n/a,996,n/a,n/a,0.00,0.03,0.01,3.81
hash_iter_begin2,TRUE,11,1104,0.72,0.69,n/a,n/a,n/a,n/a,n/a,n/a,n/a,204,n/a,n/a,0.00,0.01,0.01,0.77
byte_cursor_eq_ignore_case2,TRUE,14,2241,1.43,1.37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.02,1.45
hash_iter_next2,TRUE,11,806,0.85,0.82,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,n/a,n/a,0.00,0.00,0.00,0.88
array_list_pop_front_n2,TRUE,11,279,4.63,4.59,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.02,0.00,4.65
hash_table_remove,TRUE,17,2628,16.02,15.84,n/a,n/a,n/a,n/a,n/a,n/a,n/a,129,n/a,9,0.00,0.03,0.10,16.09
hash_iter_begin_done2,TRUE,11,1335,1.33,1.27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,236,n/a,n/a,0.00,0.01,0.01,1.40
hash_table_find2,TRUE,11,1304,1.84,1.78,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46,n/a,n/a,0.00,0.01,0.01,1.90
byte_buf_write_from_whole_string2,TRUE,14,951,5.04,4.95,n/a,n/a,n/a,n/a,n/a,n/a,n/a,728,n/a,n/a,0.00,0.04,0.03,5.06
array_list_erase2,TRUE,11,212,6.25,6.23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,6.28
hash_table_put,TRUE,20,3305,21.20,21.05,n/a,n/a,n/a,n/a,n/a,n/a,n/a,418,n/a,14,0.01,0.02,0.08,21.29
linked_list_swap_contents,TRUE,30,4572,21.31,21.07,n/a,n/a,n/a,n/a,n/a,n/a,300,637,n/a,n/a,0.02,0.09,0.06,21.46
array_list_set_at2,TRUE,17,566,14.28,14.23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.02,0.01,14.31
ring_buffer_acquire2,TRUE,18,395,10.29,10.26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,10.33
hash_table_eq,TRUE,14,10886,25.43,24.98,n/a,n/a,n/a,n/a,n/a,n/a,n/a,247,n/a,n/a,0.04,0.07,0.14,27.44
ring_buffer_release2,TRUE,18,345,13.36,13.33,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,13.40
hash_table_create,TRUE,24,2803,30.06,29.88,n/a,n/a,n/a,n/a,n/a,n/a,n/a,392,n/a,14,0.00,0.02,0.10,30.15
ring_buffer_buf_belongs_to_pool2,TRUE,18,309,20.13,20.12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,20.14
ring_buffer_acquire_up_to2,TRUE,18,447,20.69,20.65,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.00,20.75
hash_iter_delete,TRUE,11,1266,40.21,40.14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,66,n/a,n/a,0.00,0.01,0.03,40.26
array_list_swap,TRUE,13,592,59.97,59.94,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.00,59.99
